What can you do?,I am a Python powered ChatBot.
Okay,The time is now 0:13 AM GMT
Hello,"('Hello there!', ['HumanSays:', 'What time is it?', 'What time do you have?', 'Got the time?', 'When is it?', 'What day is it?', 'What is the date?', 'Do you know what time it is?', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hi', 'Greetings', 'Hey', ""What's up?"", 'Who are you?', 'What is your name?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Help me', 'Can you speak French?', 'Can you converse in a different language?'])"
Hello,"('Hello there!', ['HumanSays:', 'What time is it?', 'What time do you have?', 'Got the time?', 'When is it?', 'What day is it?', 'What is the date?', 'Do you know what time it is?', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hi', 'Greetings', 'Hey', ""What's up?"", 'Who are you?', 'What is your name?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Help me', 'Can you speak French?', 'Can you converse in a different language?'])"
Hello,"('Hello there!', ['HumanSays:', 'What time is it?', 'What time do you have?', 'Got the time?', 'When is it?', 'What day is it?', 'What is the date?', 'Do you know what time it is?', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hi', 'Greetings', 'Hey', ""What's up?"", 'Who are you?', 'What is your name?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Help me', 'Can you speak French?', 'Can you converse in a different language?'])"
Hello,"('Hello there!', ['HumanSays:', 'What time is it?', 'What time do you have?', 'Got the time?', 'When is it?', 'What day is it?', 'What is the date?', 'Do you know what time it is?', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hi', 'Greetings', 'Hey', ""What's up?"", 'Who are you?', 'What is your name?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Help me', 'Can you speak French?', 'Can you converse in a different language?'])"
What can you do?,"('I am a Python powered ChatBot.', ['HumanSays:', 'What time is it?', 'What time do you have?', 'Got the time?', 'When is it?', 'What day is it?', 'What is the date?', 'Do you know what time it is?', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hi', 'Greetings', 'Hey', ""What's up?"", 'Who are you?', 'What is your name?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Help me', 'Can you speak French?', 'Can you converse in a different language?'])"
Hello,"('Hello there!', ['HumanSays:', 'HumanSays:', 'What time is it?', 'What time is it?', 'What time do you have?', 'What time do you have?', 'Got the time?', 'Got the time?', 'When is it?', 'When is it?', 'What day is it?', 'What day is it?', 'What is the date?', 'What is the date?', 'Do you know what time it is?', 'Do you know what time it is?', 'Do you have the time', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hello', 'Hi', 'Hi', 'Greetings', 'Greetings', 'Hey', 'Hey', ""What's up?"", ""What's up?"", 'Who are you?', 'Who are you?', 'What is your name?', 'What is your name?', 'Are there any Clearing fees?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'When does Clearing take place?', 'Who can use Clearing?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Can you help me?', 'Help me', 'Help me', 'Can you speak French?', 'Can you speak French?', 'Can you converse in a different language?', 'Can you converse in a different language?'])"
Hello,"('Hello there!', ['HumanSays:', 'HumanSays:', 'What time is it?', 'What time is it?', 'What time do you have?', 'What time do you have?', 'Got the time?', 'Got the time?', 'When is it?', 'When is it?', 'What day is it?', 'What day is it?', 'What is the date?', 'What is the date?', 'Do you know what time it is?', 'Do you know what time it is?', 'Do you have the time', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hello', 'Hi', 'Hi', 'Greetings', 'Greetings', 'Hey', 'Hey', ""What's up?"", ""What's up?"", 'Who are you?', 'Who are you?', 'What is your name?', 'What is your name?', 'Are there any Clearing fees?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'When does Clearing take place?', 'Who can use Clearing?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Can you help me?', 'Help me', 'Help me', 'Can you speak French?', 'Can you speak French?', 'Can you converse in a different language?', 'Can you converse in a different language?'])"
What can you do?,"('I am a Python powered ChatBot.', ['HumanSays:', 'HumanSays:', 'What time is it?', 'What time is it?', 'What time do you have?', 'What time do you have?', 'Got the time?', 'Got the time?', 'When is it?', 'When is it?', 'What day is it?', 'What day is it?', 'What is the date?', 'What is the date?', 'Do you know what time it is?', 'Do you know what time it is?', 'Do you have the time', 'Do you have the time', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'IDKnull', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Nothing', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Who are you?', 'Hello', 'Hello', 'Hi', 'Hi', 'Greetings', 'Greetings', 'Hey', 'Hey', ""What's up?"", ""What's up?"", 'Who are you?', 'Who are you?', 'What is your name?', 'What is your name?', 'Are there any Clearing fees?', 'Are there any Clearing fees?', 'Can you list all the universities offering my desired course during Clearing?', 'Can you list all the universities offering my desired course during Clearing?', 'How can I stay updated on the current situation for universities and courses?', 'How can I stay updated on the current situation for universities and courses?', 'How can I find upcoming UCAS events?', 'How can I find upcoming UCAS events?', 'Where can I get details about UCAS events?', 'Where can I get details about UCAS events?', ""I'm interested in attending UCAS events. How do I find them?"", ""I'm interested in attending UCAS events. How do I find them?"", 'Where can I see a schedule of UCAS events?', 'Where can I see a schedule of UCAS events?', 'What is UCAS Clearing?', 'What is UCAS Clearing?', 'When does Clearing take place?', 'When does Clearing take place?', 'Who can use Clearing?', 'Who can use Clearing?', 'What should I do if I find myself in Clearing?', 'What should I do if I find myself in Clearing?', 'How can I prepare for Clearing?', 'How can I prepare for Clearing?', 'What happens after Clearing?', 'What happens after Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'Can I change my mind after accepting an offer through Clearing?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'What should I do if I want to change my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Are there any deadlines for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'Will there be any consequences for changing my mind after accepting a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'How can I contact the university to discuss changing my mind about a Clearing offer?', 'Can the chatbot connect me to universities offering Clearing positions?', 'Can the chatbot connect me to universities offering Clearing positions?', 'How are you?', 'How are you?', 'What are the deadlines for UCAS Clearing applications?', 'What are the deadlines for UCAS Clearing applications?', 'Can I still apply for UCAS Clearing after the deadline?', 'Can I still apply for UCAS Clearing after the deadline?', 'Are there any deadlines for Clearing applications for international students?', 'Are there any deadlines for Clearing applications for international students?', ""How do I know if I've missed the Clearing deadline for a particular university?"", ""How do I know if I've missed the Clearing deadline for a particular university?"", 'What are the general entry requirements for undergraduate courses on UCAS?', 'What are the general entry requirements for undergraduate courses on UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'What qualifications do I need to apply for undergraduate courses through UCAS?', 'How important are predicted grades for undergraduate course applications?', 'How important are predicted grades for undergraduate course applications?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Where can I find more information about UCAS undergraduate entry requirements?', 'Can you help me?', 'Can you help me?', 'Help me', 'Help me', 'Can you speak French?', 'Can you speak French?', 'Can you converse in a different language?', 'Can you converse in a different language?'])"
